0.01924821	-0.06794592	0.0025070347	-0.038432267	0.026316613	0.012093054	-0.034521226	-0.0064400528	-0.047568202	0.18553138	0.13022873	-0.009826431	-0.018062372	0.03925689	-0.11658999	-0.03470624
-0.018319808	-0.014847928	-0.011978382	-0.07500178	-0.052626554	-0.0018911114	-0.08564825	0.0012675476	-0.007918228	0.15420994	0.06479186	0.062492095	-0.001683757	0.0035521518	-0.07084688	-0.003549582
0.073667705	0.0149176745	-0.08894114	-0.030855136	-0.014650866	0.034848463	-0.079821005	-0.086162314	-0.075488746	0.1499679	0.09779342	0.03128202	-0.11694152	-0.013532762	-0.008899767	0.016267514
0.0032503477	0.045445558	-0.019623965	-0.021614192	-0.02571298	-0.05632762	-0.05391437	-0.04284224	-0.06977634	0.03804476	0.037472215	-0.05593712	0.05993591	0.06582185	-0.050549425	0.010931234
0.0069010057	0.029899	-0.06750246	0.03657092	-0.011856239	0.020232724	-0.05661217	-0.084239915	0.015477445	0.20087272	0.13381307	0.042299956	0.052701708	-0.00085046067	-0.011468889	-0.025967292
0.04087833	-0.037508033	0.05044196	-0.021519078	-0.0776067	0.0024980735	-0.067859225	-0.021263096	0.031585187	0.1599941	0.055099256	-0.030015092	0.01850682	0.052056853	-0.00019855371	-0.0641366
-0.03839407	0.061472654	-0.048626598	-0.03708389	-0.0089321695	-0.04771116	-0.1360935	-0.0774274	-0.012569603	0.15295209	0.16092499	0.026375273	-0.033178687	-0.015372019	-0.15001026	-0.069713034
0.04898483	-0.069023415	-0.0051119765	-0.063150495	-0.0058154413	-0.030799577	-0.046416037	-0.043421432	-0.025736092	0.13291217	0.02182747	0.011761845	0.007961094	-0.038883287	-0.054735802	-0.0060856105
0.01014534	0.0016711123	-0.03673297	-0.07088301	-0.0237394	-0.033912733	-0.063637055	-0.0032841554	0.0080052465	0.09171249	0.04789382	0.012428918	0.0489797	0.049818896	-0.06670717	0.028117258
0.07314444	0.049364075	-0.07026603	0.0066303383	-0.032796245	-0.11583313	-0.026870951	-0.009806849	-0.10577386	0.086784594	0.0787059	0.0022651602	-0.028973019	-0.015921088	-0.101296216	-0.09001173
-0.03582389	-0.030156882	-0.05276505	-0.05805179	-0.04332673	-0.0043754326	-0.0015272477	0.007855673	-0.017536366	0.17073913	0.061237913	-0.01815868	-0.03536117	0.01690415	-0.054072663	-0.022698712
0.057305217	-0.06665513	-0.06092263	0.038270917	-0.04285076	0.0074890754	-0.14180104	0.022024935	-0.05537721	0.07709824	0.061380874	0.03455019	0.05333884	-0.04470975	-0.12176033	-0.0628304
0.04892972	0.009605816	-0.042623088	-0.045413144	-0.03805541	0.004393925	-0.0650112	0.052529752	-0.014607209	0.07663043	0.07458169	-0.08792402	-0.03949821	-0.058846213	0.02365163	0.031929776
-0.011033886	-0.02783372	0.029942272	-0.084376186	0.0077106105	-0.027607389	-0.015712075	-0.014214796	-0.017070275	0.086004026	0.026437916	-0.057748925	-0.015250595	-0.07522702	-0.11039644	0.12935947
0.00898011	-0.010002398	-0.08101251	-0.034720305	-0.016979797	0.06702654	-0.10104999	0.04880022	-0.038743604	0.05290476	0.04793705	0.043598134	0.06408276	-0.042579073	0.0315432	-0.007836628
0.022277463	-0.020854475	0.06575829	0.0012933267	0.00935074	0.07702784	-0.06624603	-0.02184596	-0.029003067	0.15600759	0.032538168	0.07396077	0.022094274	0.006249722	-0.045708623	-0.027306683
-0.030026978	0.028963853	-0.02347945	-0.08089153	-0.023329878	-0.012472891	-0.043863084	-0.098001435	-0.123027205	0.035102755	0.009936723	-0.069255255	0.010914085	-0.006813241	-0.059488	-0.118910834
-0.08895964	-0.0071347845	-0.018907618	0.0027586485	-0.09376274	0.07491966	-0.10077675	-0.053922497	-0.055285946	0.11271218	0.03196692	0.08475307	0.022487324	-0.021409096	-0.10156466	-0.035556145
-0.043967742	-0.008800298	-0.070151836	-0.027049704	-0.020925732	-0.008296078	-0.07293187	0.013489374	0.03541522	0.10994288	0.14088982	-0.028912289	-0.03715152	0.06815857	-0.057344954	0.08363839
-0.009308684	0.0077120145	-0.09742527	0.022917705	-0.08026044	-0.0021867463	-0.029760303	0.008216082	-0.059543137	0.044025872	0.047758892	0.031944793	0.0015339265	-0.04236331	-0.031266328	-0.06798956
0.06901466	-0.008689502	0.06345327	-0.09176878	-0.03440164	0.11744478	-0.07194223	-0.064284906	-0.022494858	0.005607369	0.11123723	0.021908225	-0.06625144	-0.07953714	-0.03389376	-0.009329124
-0.0069060195	-0.015921896	-0.09175214	-0.16173512	-0.1228599	-0.021270277	-0.014048756	-0.033718746	-0.020455206	0.01290122	0.0762892	-0.026589336	-0.0030619402	-0.03107074	-0.0794225	0.054243684
-0.11875646	-0.014261569	-0.112726405	-0.04023917	0.016753202	-0.08190147	-0.08499672	0.053069096	-0.10688219	0.03858517	0.04714915	0.10788915	-0.022449201	0.07301679	0.030077547	-0.07298363
-0.006940882	-0.067258336	-0.0018775073	-0.08308976	-0.03902094	0.0020914883	-0.028427534	-0.032182664	-0.026246145	0.04846295	0.042873334	-0.05293528	0.017147759	-0.10432866	-0.07969362	0.07222817
-0.06192434	-0.035474416	-0.018887285	0.07423819	-0.010069388	-0.052450962	0.0739112	-0.06730344	-0.03582239	-0.091306806	0.09270815	0.011139176	0.0029277382	-0.0017105801	0.04673791	-0.060650952
-0.06195789	-0.049291257	-0.07295617	-0.11404039	-0.04700544	-0.054191854	0.014612801	-0.0440124	0.046255305	-0.059023924	0.08255749	0.06400177	-0.003509106	0.03324366	0.01572311	0.023714855
0.08697916	-0.044796787	-0.008499211	-0.009483816	-0.07059832	-0.0048702685	-0.023168627	-0.065629214	-0.05705126	0.064029254	0.1445975	0.04325996	0.018647991	0.08340045	-0.00091355055	-0.030950746
0.014301599	-0.0072695194	0.05775714	-0.115595885	-0.06840963	-0.009305467	0.043422576	-0.015561057	0.03470811	0.0924916	0.06856047	-0.030473808	0.07158154	0.010906878	-0.09261994	-0.03760255
-0.01600943	-0.12012278	0.066538565	-0.095721856	-0.017786188	-0.026667204	-0.0026479177	-0.040291738	0.009352695	0.179165	0.111242875	0.013260032	0.03904809	0.036379434	0.01353833	0.0014790808
0.07220847	-0.0070149386	-0.029574145	-0.04672144	-0.011936786	0.03504739	-0.026976662	-0.0006836064	-0.019431656	0.04456871	0.062254563	0.024784517	-0.020073429	0.009644855	-0.018714739	-0.00950092
